Question ID,Input,Output,Image Index,source,answer_type
2136,How much did the German car industry plan to spend in 2021 on innovation activities?,50.9,two_col_82959,augmented,numeric
2137,How many public holidays will Argentinians celebrate in 2021?,16,two_col_100145,augmented,numeric
2138,Which country grants the largest amount of holidays as paid leave in Latin America?,Brazil,two_col_100145,augmented,other_text
2139,What was Ontario's labor participation rate in 2018?,68.4,two_col_103918,augmented,numeric
2140,What country has the highest labor participation rate?,Canada,two_col_103918,augmented,other_text
2141,How many eggs were produced in the United States in 2020?,111573.3,two_col_4772,augmented,numeric
2142,What was the global consumption of biofuels in 1990?,7.3,two_col_22656,augmented,numeric
2143,When are projections for global consumption of biofuels?,2035,two_col_22656,augmented,numeric
2144,What was the production value of the soap and detergents manufacturing industry in Sweden in 2015?,105.1,two_col_102897,augmented,numeric
2145,How much is Zlatan Ibrahimovic's base salary?,7.2,two_col_2095,augmented,numeric
2146,How much did Michael Bradley and Giovani dos Santos earn each year?,6.5,two_col_2095,augmented,numeric
2147,How many dollars did other value-added services generate in revenue in 2019?,1673,multi_col_1202,augmented,numeric
2148,What was PayPal's transaction revenues in 2019?,16099,multi_col_1202,augmented,numeric
2149,What year is the global liquid biopsy market forecast for?,2025,two_col_60134,augmented,numeric
2150,What is the estimated value of the liquid biopsy market in dollars in 2025?,4.43,two_col_60134,augmented,numeric
2151,What was the size of the liquid biopsy market in 2016?,0.72,two_col_60134,augmented,numeric
2152,What was the unemployment rate in Finland in 2020?,7.9,multi_col_80616,augmented,numeric
2153,How many pesos did pet owners spend per month on pet food?,505,two_col_81645,augmented,numeric
2154,What was the percentage of women who searched for sexual partners on the internet?,22.2,two_col_42511,augmented,numeric
2155,What percentage of men in Denmark searched for sexual partners on the internet?,22.2,two_col_42511,augmented,numeric
2156,What percentage of babies born in 1840 did not survive past their first birthday?,16,two_col_103825,augmented,numeric
2157,How many private and commercial automobiles were registered in Illinois in 2016?,4484546,two_col_2416,augmented,numeric
2158,What percentage of Swedes used Facebook in the third quarter of 2020?,81,two_col_61378,augmented,numeric
2159,What was Mexico's population in 2020?,128.97,two_col_665,augmented,numeric
2160,What percentage of malware file detections were Office-related files?,38,two_col_103054,augmented,numeric
2161,How many liters of spirits were consumed in Canada in the previous year?,161.5,two_col_100594,augmented,numeric
2162,How many liters of spirits were consumed in Canada in 2017?,164.5,two_col_100594,augmented,numeric
2163,How many people visited the Tate Modern art museum in London in 2019?,6.1,two_col_20191,augmented,numeric
2164,How many adults were there in Bangladesh in 2019?,104.87,two_col_23401,augmented,numeric
2165,How much money did the Walt Disney Company have in assets in 2020?,201.55,two_col_191,augmented,numeric
2166,What was the inflation rate in Lithuania in 2020?,1.06,two_col_4060,augmented,numeric
2167,What was Bahrain's gross domestic product in dollars in 2019?,38.47,two_col_20947,augmented,numeric
2168,What is the global market size of sulfuric acid predicted to be in 2021?,278.33,two_col_24390,augmented,numeric
2169,What was the average ticket price for the 2006/07 season?,60.98,two_col_5402,augmented,numeric
2170,What was the value of Deutsche Bank lending to the household sector in 2019?,227.07,two_col_40021,augmented,numeric
2171,How many chickens were produced in Malaysia in 2019?,275.8,two_col_82015,augmented,numeric
2172,"In 2021, cloud telephony is projected to grow by how much?",17.8,two_col_80859,augmented,numeric
2173,How many apps were downloaded from the Google Play Store in 2024?,139,multi_col_80250,augmented,numeric
2174,How many apps were downloaded from the Google Play Store in 2019?,102,multi_col_80250,augmented,numeric
2175,How many people were without citizenship in 2019?,4.16,two_col_23264,augmented,numeric
2176,What was the national debt of the Bahamas in dollars in 2020?,8.49,two_col_20729,augmented,numeric
2177,What year did the national debt of the Bahamas end?,2020,two_col_20729,augmented,numeric
2178,How much did Iovance raise in U.S. dollars?,604,two_col_101334,augmented,numeric
2179,What percentage of Norwegians said they were avoiding cultural and sports events?,86,two_col_103535,augmented,numeric
2180,What was the sales volume of sugar confectionery in 2019?,9097,two_col_41466,augmented,numeric
2181,What was the crude birth rate in South Africa in 2018?,20.51,two_col_60226,augmented,numeric
2182,How many people visited the Chattahoochee River National Recreation Area in 2020?,3.07,two_col_103700,augmented,numeric
2183,How many fixed broadband subscriptions were registered for every 100 inhabitants in Japan between 2000 and 2019?,33.5,two_col_80195,augmented,numeric
2184,When was the last season of the Detroit Red Wings franchise in the NHL?,2005/06,multi_col_1323,augmented,other_text
2185,What was the gate receipts of the Los Angeles Clippers for the 2019/20 season?,51,two_col_61105,augmented,numeric
2186,How many divorces were there in South Korea in 2020?,106500,two_col_24584,augmented,numeric
2187,What city had the highest density of golf courses in 2020?,"Aurora, CO",two_col_101828,augmented,other_text
2188,What was Chad's HPI score in 2016?,12.8,two_col_42880,augmented,numeric
2189,What was Scotland's load factor in 2019?,62.9,two_col_42131,augmented,numeric
2190,What was the net earnings of Goldman Sachs in dollars in 2020?,9.46,two_col_40097,augmented,numeric
2191,Until what year is the national debt of Germany projected to be projected?,2024,two_col_2993,augmented,numeric
2192,How much maple syrup was produced in Canada in 2020?,14.29,two_col_2463,augmented,numeric
2193,How much money did the United States spend to treat diabetes in 2019?,294.6,two_col_23329,augmented,numeric
2194,How much money did China spend to treat diabetes in 2019?,109,two_col_23329,augmented,numeric
2195,What was the total number of crime offences in the UK in 2019/20?,6.43,two_col_2969,augmented,numeric
2196,How many crimes were recorded in the UK in 2013/14?,4.4,two_col_2969,augmented,numeric
2197,What was the sales turnover of baby articles and children's clothing in Denmark in the first quarter of 2021?,539,two_col_102437,augmented,numeric
2198,What was the sales turnover of baby articles and children's clothing in Denmark in the last quarter of 2020?,731,two_col_102437,augmented,numeric
2199,What was the hardware component of the U.S. interactive kiosk market in dollars in 2018?,4.23,multi_col_80454,augmented,numeric
2200,What is the projected value of the U.S. interactive kiosk market by 2025?,7.44,multi_col_80454,augmented,numeric
2201,What was the operating income of the Memphis Grizzlies in the 2019/20 season?,22,two_col_100565,augmented,numeric
2202,How much of the mutual fund and ETF assets in the United States were domestic equity funds in 2020?,43,two_col_21712,augmented,numeric
2203,How many nights did the number of overnight stays in Greece reach in 2019?,143.59,two_col_40297,augmented,numeric
2204,How many masjids had a capacity between 201 and 300 people?,279,two_col_22300,augmented,numeric
2205,How many masjids were there in the UK in 2017?,300,two_col_22300,augmented,numeric
2206,What was the total earnings at the North American box office in 2020?,2.09,two_col_934,augmented,numeric
2207,What was Masan Group's net revenue in 2019?,37.35,two_col_44000,augmented,numeric
2208,How many motorcycles were sold in January 2019?,589,two_col_21536,augmented,numeric
2209,Where was the lowest turnout in the presidential election?,Minsk,two_col_61723,augmented,other_text
2210,How many unique global visitors visited Groupon in May 2019?,27.8,two_col_3790,augmented,numeric
2211,How many unique global visitors visited Groupon in February of 2020?,40.3,two_col_3790,augmented,numeric
2212,What was the net sales of the Reebok brand in 2020?,1409,two_col_834,augmented,numeric
2213,"How many stores did Kate Spade have in North America as of June 27, 2020?",213,two_col_42509,augmented,numeric
2214,Who became the career points leader of the Golden State Warriors in April 2021?,Stephen Curry,two_col_43218,augmented,other_text
2215,What was the annual occupancy rate of hotel beds in 2016?,79.6,two_col_61019,augmented,numeric
2216,What was the occupancy rate of hotels in Mallorca in 2017?,79.6,two_col_61019,augmented,numeric
2217,What year did exports of trade goods and services from the United States begin to change?,1990,two_col_3104,augmented,numeric
2218,How much revenue did Bombardier report in the 2020 fiscal year?,6.49,two_col_4603,augmented,numeric
2219,What was Turkey's share in the GDP in 2020?,1.93,two_col_24330,augmented,numeric
2220,How much revenue did Praxair generate in 2017?,11437,two_col_23234,augmented,numeric
2221,Who is known as Residente?,Rene Perez Joglar,two_col_4660,augmented,other_text
2222,How many Grammy Awards has Rene Perez Joglar won?,24,two_col_4660,augmented,numeric
2223,What was the gate receipts of the Dallas Cowboys for the 2019 season?,96,two_col_5246,augmented,numeric
2224,How many items did consumers buy on average on Black Friday 2015?,4.08,two_col_24664,augmented,numeric
2225,How many times has Real Madrid won the European Cup?,13,two_col_83,augmented,numeric
2226,Who is the most successful team in European Cup history?,Real Madrid,two_col_83,augmented,other_text
2227,Which country was ranked first among the most important destinations for U.S. rice exports in 2019?,Mexico,two_col_20137,augmented,other_text
2228,Who is the all-time leading goal scorer of the national football team of Russia?,Alexander Kerzhakov,two_col_20550,augmented,other_text
2229,Who is the second all time scorer for Russia?,Vladimir Beschastnykh,two_col_20550,augmented,other_text
2230,What was the unemployment rate in Thailand in 2020?,0.8,two_col_1529,augmented,numeric
2231,What country has the highest percentage of mobile messenger users?,Mexico,multi_col_40593,augmented,other_text
2232,What was the population of Hungary in 2019?,9.75,two_col_21461,augmented,numeric
2233,What was the gross value added of the advertising and marketing industry in the UK in 2019?,17.1,two_col_81680,augmented,numeric
2234,What was Idaho's GDP in 2020?,74.08,two_col_22409,augmented,numeric
2235,What was Idaho's GDP in dollars in the previous year?,74.94,two_col_22409,augmented,numeric
2236,What was the transfer fee for Philippe Coutinho?,130.5,two_col_102419,augmented,numeric
2237,What percentage of the female population in developing markets had access to the internet in 2019?,40.4,multi_col_20873,augmented,numeric
2238,What percentage of the global female population had online access in 2019?,48.3,multi_col_20873,augmented,numeric
2239,"In developed markets, what percentage of the female population could access the internet?",85.6,multi_col_20873,augmented,numeric
2240,What percentage of Nepal's GDP was spent on government expenditure in 2020?,27.03,two_col_41912,augmented,numeric
2241,What was the value of goods exported from the United States to other countries in dollars in 2020?,1431.6,multi_col_225,augmented,numeric
2242,How much did the United States import goods worth in dollars in 2020?,2336.6,multi_col_225,augmented,numeric
2243,How much did South Korea's population increase in 2019?,0.2,two_col_43388,augmented,numeric
2244,What percentage of geological and geophysical engineering students were employed after their degree?,100,two_col_60947,augmented,numeric
2245,What was the gross margin's share of sales of groceries and related products in U.S. wholesale in 2019?,15.3,two_col_82533,augmented,numeric
2246,What percentage of male respondents affirmed to have had more than ten sexual partners?,25.3,multi_col_20475,augmented,numeric
2247,What was the percentage of females who had more than ten sex partners?,8.6,multi_col_20475,augmented,numeric
2248,What percentage of women stated to have had in their whole life one sexual partner?,39.6,multi_col_20475,augmented,numeric
2249,What percentage of respondents reported owning a desktop PC or Mac?,45,two_col_41133,augmented,numeric
2250,What website did 38 percent of job switchers use to gather information before applying for a job?,LinkedIn,two_col_43637,augmented,other_text
2251,How much was the Tampa Bay Lightning's revenue in the 2019/20 season?,125,two_col_22265,augmented,numeric
2252,What was the operating profit of Roche in 2007?,14468,two_col_41169,augmented,numeric
2253,What was the core operating profit of Roche in 2020?,21536,two_col_41169,augmented,numeric
2254,What was the total number of FDI projects in the UK in 2012?,697,two_col_81983,augmented,numeric
2255,How many dentists were employed in Belgium in 2018?,8614,two_col_103019,augmented,numeric
2256,What was Square's net income in the most recent fiscal period?,375.45,two_col_82273,augmented,numeric
2257,How many accident and emergency department attendances received a first diagnosis of respiratory conditions in 2019/20?,1332034,two_col_80844,augmented,numeric
2258,What was the trade value of imports from China to Canada in 2010?,44.5,two_col_61336,augmented,numeric
2259,What was the trade value of imports from China to Canada in Canada in 2020?,47.08,two_col_61336,augmented,numeric
2260,How many Canadian life insurance companies operated in the United States in 2018?,27,two_col_61755,augmented,numeric
2261,How much money did Lidl make in sales in 2010?,2942.09,two_col_24510,augmented,numeric
2262,"In second half 2015, what was the average number of readers per issue of Cosmopolitan magazine?",1.29,two_col_21778,augmented,numeric
2263,How much money did the UCL clubs earn from UEFA broadcasting during the 2018/19 season?,88,multi_col_40758,augmented,numeric
2264,What was the average Indian rupee per ticket in 2013?,239,two_col_1038,augmented,numeric
2265,What is the current ruling party in Greece?,Syriza,two_col_40397,augmented,other_text
2266,How many seats did the New Democracy Party win?,158,two_col_40397,augmented,numeric
2267,What was the average attendance of the Arizona Diamondbacks in 2019?,2.14,two_col_63489,augmented,numeric
2268,What was the population of Afghanistan in 2019?,32.2,two_col_2663,augmented,numeric
2269,In what year did the Jaguar I-Pace outperform the Tesla Model S and Model X?,2020,two_col_24412,augmented,numeric
2270,How many Jaguar I-Pace cars were sold in the Netherlands as of May 2021?,12,two_col_24412,augmented,numeric
2271,What was the fertility rate in Argentina in 2019?,2.25,two_col_42842,augmented,numeric
2272,How many MRI scan examinations were conducted in Bulgaria in 2016?,59835,two_col_104087,augmented,numeric
2273,What country had the largest rate increase between the years?,Ireland,multi_col_20124,augmented,other_text
2274,What country had the second highest rate of lung transplants in 2019?,Belgium,multi_col_20124,augmented,other_text
2275,What country had the highest rate of lung transplants in 2019?,Austria,multi_col_20124,augmented,other_text
2276,"What was the revenue of Japan Airlines Co, Ltd. in yen in the previous fiscal year?",1.39,two_col_61332,augmented,numeric
2277,"What was the revenue of Japan Airlines Co, Ltd. in yen in fiscal year 2020?",0.48,two_col_61332,augmented,numeric
2278,What was Kuwait's fertility rate in 2018?,2.08,two_col_80191,augmented,numeric
2279,What percentage of the heated tobacco units market did Philip Morris represent in 2018?,0.2,two_col_83166,augmented,numeric
2280,What percentage of Japan's exports came from the United States in 2019?,19.8,two_col_3429,augmented,numeric
2281,What was Covestro's net income in 2020?,459,two_col_61382,augmented,numeric
2282,What percentage of the GDP did the national debt of Romania amount to in 2019?,36.82,two_col_100471,augmented,numeric
2283,What was the crude birth rate in Laos in 2018?,23.55,two_col_102757,augmented,numeric
2284,How much revenue did Otezla generate in 2014?,69.8,multi_col_1503,augmented,numeric
2285,What was Otezla's annual revenue until 2018?,1614,multi_col_1503,augmented,numeric
2286,In what year did the average inflation rate in Somalia reach 4.1 percent?,2020,two_col_20027,augmented,numeric
2287,What was the inflation rate in Somalia in 2020?,4.1,two_col_20027,augmented,numeric
2288,What was the sales per average gross square foot of Foot Locker in 2019?,510,two_col_42652,augmented,numeric
2289,How many nights were spent at tourist accommodation establishments in Croatia between 2006 and 2019?,91.18,two_col_62916,augmented,numeric
2290,What was the population of Zimbabwe in 2019?,14.91,two_col_60036,augmented,numeric
2291,What was the average number of infectious mononucleosis patients attended in Spain between 15 and 34 years old in 2017?,1.79,two_col_60509,augmented,numeric
2292,What company ranked first as the leading telecom company in Norway?,Telenor ASA,two_col_3075,augmented,other_text
2293,What was Telenor ASA's turnover in Norwegian kroner?,114407,two_col_3075,augmented,numeric
2294,What were the revenues of Telenor Norge AS and Telia Norge AS?,114407,two_col_3075,augmented,numeric
2295,What was the biopharmaceutical company with the highest market capitalization change?,Gilead Sciences,two_col_61893,augmented,other_text
2296,What year was the national debt of Antigua and Barbuda?,2016,two_col_82681,augmented,numeric
2297,What was the national debt of Antigua and Barbuda in 2019?,1.36,two_col_82681,augmented,numeric
2298,What was the revenue of net interest expense of Bank of America in the fourth quarter of 2020?,20.1,two_col_62627,augmented,numeric
2299,What was the global endurance sports sponsorship spending in 2013?,108.4,two_col_43234,augmented,numeric
2300,What was the operating income of the New York Giants in the 2019 season?,168,two_col_80455,augmented,numeric
2301,How much plastic scrap did China receive from the United States in 2017?,190.78,two_col_42419,augmented,numeric
2302,What was the franchise value of the New York Jets in 2020?,3550,two_col_3363,augmented,numeric
2303,What was the population of the Netherlands in 2019?,17.41,two_col_1580,augmented,numeric
2304,How much freight was transported in Turkey in 2019?,336524,two_col_103305,augmented,numeric
2305,What was the fertility rate in Tanzania in 2019?,4.83,two_col_60798,augmented,numeric
2306,How much money did Broadway musicals generate during the 2018/19 season?,1431.64,multi_col_294,augmented,numeric
2307,How much money did Naomi Osaka earn in endorsements in 2020?,37.4,two_col_41851,augmented,numeric
2308,What percentage of online advertising revenue did financial services companies make up in 2016?,13,multi_col_21088,augmented,numeric
2309,What season was Borussia Dortmund in?,2008/09,two_col_5887,augmented,other_text
2310,What was the revenue of Borussia Dortmund in the 2019/20 season?,442.13,two_col_5887,augmented,numeric
2311,In what season did Borussia Dortmund's revenue reach 442.13 million euros?,2019/20,two_col_5887,augmented,other_text
2312,How many passengers did U.S. airlines carry on international flights in 2020?,34.01,two_col_60520,augmented,numeric
2313,Who is the most-followed soccer player on Facebook?,Cristiano Ronaldo,two_col_1066,augmented,other_text
2314,How many ice cream and frozen dessert manufacturing establishments were there in Ontario as of December 2020?,43,two_col_41665,augmented,numeric
2315,How many retail chains were there in personal care in Czechia in the year 2020?,22,two_col_60126,augmented,numeric
2316,How many liters of ice cream was consumed per capita in Canada in 2016?,4.44,two_col_6023,augmented,numeric
2317,What was Canada's ice cream consumption per capita in 2004?,4.52,two_col_6023,augmented,numeric
2318,What percentage of Colombians were living on less than 3.20 dollars per day in 2018?,10.9,two_col_4751,augmented,numeric
2319,How many women were 40 years or older when they gave birth to their first baby in Iceland in 2020?,51,two_col_80435,augmented,numeric
2320,What was the unemployment rate in Hungary in 2020?,4.35,two_col_5366,augmented,numeric
2321,How many Hungarian forints were owned by investment funds as of 2019?,1601577,two_col_82395,augmented,numeric
2322,What was the employment rate in Sweden in 2020?,67.2,two_col_24225,augmented,numeric
2323,What was Sweden's lowest employment rate in 2010?,64.4,two_col_24225,augmented,numeric
2324,What was Japan's share of GDP in 2020?,4.04,two_col_6126,augmented,numeric
2325,What is the estimated capital cost per megawatt hour for new offshore power generating sites entering the power grid in 2026?,89.2,two_col_42092,augmented,numeric
2326,What has one of the highest levelized capital costs of any energy source in the US?,Offshore wind,two_col_42092,augmented,other_text
2327,How many visitors visited the Centre Pompidou in Paris in 2013?,3.75,two_col_5579,augmented,numeric
2328,What was the German CPI in 2020?,105.8,two_col_20501,augmented,numeric
2329,How many distilling-related local units were there in Scotland in 2018?,245,multi_col_101226,augmented,numeric
2330,How many distilling-related enterprises were there in Scotland in 2018?,140,multi_col_101226,augmented,numeric
2331,How many civilians died in apartment fires in 2019?,380,two_col_82656,augmented,numeric
2332,What was the youth unemployment rate in Laos in 2020?,1.67,two_col_62842,augmented,numeric
2333,How many U.S. citizens participated in roller skating in 2017?,11.88,two_col_1897,augmented,numeric
2334,What was Trinidad and Tobago's gross domestic product in 2019?,23.28,two_col_62301,augmented,numeric
2335,How much did Fresenius SE spend in R&D in its Fresenius Kabi segment in 2020?,553,multi_col_80854,augmented,numeric
2336,What was the GDP of the construction industry in British Columbia in 2012 Canadian dollars?,22650.1,two_col_63171,augmented,numeric
2337,In what year was the regional distribution of international e-commerce sales of UK retailers displayed?,2012,multi_col_60246,augmented,numeric
2338,"In 2020, e-commerce sales to Europe are forecast to reach what?",9.8,multi_col_60246,augmented,numeric
2339,What services saw the biggest growth between January and March 2020?,Communication services,multi_col_60083,augmented,other_text
2340,What was Thailand's share in the global gross domestic product adjusted for Purchasing Power Parity in 2020?,0.97,two_col_61077,augmented,numeric
2341,What month is the most popular for weddings in England and Wales?,August,two_col_4454,augmented,other_text
2342,How many weddings took place in September?,32202,two_col_4454,augmented,numeric
2343,How many weddings took place in August?,37059,two_col_4454,augmented,numeric
2344,What month was the least popular for weddings in England and Wales?,January,two_col_4454,augmented,other_text
2345,How much of Amgen's R&D expenses were spent on later stage clinical programs?,1365,multi_col_40776,augmented,numeric
2346,Who is the second most valuable soccer player worldwide?,Erling Haaland,two_col_1394,augmented,other_text
2347,What was Haaland's market value as of April 2021?,131,two_col_1394,augmented,numeric
2348,What was Mbappa's market value in April 2021?,189,two_col_1394,augmented,numeric
2349,"What was Ireland's infant mortality rate per 1,000 live births in 2019?",2.8,two_col_62388,augmented,numeric
2350,What was HPE's R&D expenditure in 2020?,1874,two_col_20517,augmented,numeric
2351,What was the estimated value of the Indiana Pacers in 2021?,1550,two_col_23810,augmented,numeric
2352,What percentage of Sub-Saharan Africa's population is between 10 and 19 years old?,23,two_col_100779,augmented,numeric
2353,What was Australia's population in 2019?,25.79,two_col_601,augmented,numeric
2354,What was the value of the global aquaponics market in dollars in 2017?,523.7,two_col_23342,augmented,numeric
2355,What is the global aquaponics market forecast to grow to by 2022?,870.6,two_col_23342,augmented,numeric
2356,What was the share of occupied beds in Hungarian hospitals in April of 2020?,39.28,two_col_81413,augmented,numeric
2357,What was the population density of North Carolina in 2018?,213.6,two_col_20704,augmented,numeric
2358,What was the increase rate of digital books in Italy in 2017?,3.2,two_col_100318,augmented,numeric
2359,How many enterprises had 250 employees or more in Latvia in 2016?,198,two_col_104626,augmented,numeric
2360,How much was invested in airport infrastructure between 2004 and 2018?,442.72,two_col_104390,augmented,numeric
2361,What was Malawi's gross domestic product in dollars in 2019?,7.66,two_col_6397,augmented,numeric
2362,What app had a 68.44 percent reach among mobile iOS users in the UK?,Facebook,two_col_101295,augmented,other_text
2363,How much did Guess's advertising and marketing expenses amount to in 2020?,56.5,two_col_83538,augmented,numeric
2364,What was the company's advertising and marketing expenses in the previous year?,56.5,two_col_83538,augmented,numeric
2365,What year had the greatest wind speeds outside the winter months?,2010,multi_col_310,augmented,numeric
2366,What was the year with the highest wind speed in the UK?,2015,multi_col_310,augmented,numeric
2367,How much did the global crop protection market increase in 2008?,21.2,multi_col_100402,augmented,numeric
2368,Who is the career touchdown leader of the Oakland/Las Vegas Raiders?,Tim Brown,two_col_102057,augmented,other_text
2369,How many seats did the N-VA get?,35,two_col_43791,augmented,numeric
2370,What is the name of the party that won the most seats in the Flemish Parliament?,Vlaams Belang,two_col_43791,augmented,other_text
2371,How many tons of coal did Consol Energy produce in 2020?,18.77,two_col_80936,augmented,numeric
2372,How many adults got married in the United States in 2008?,4.51,two_col_104715,augmented,numeric
2373,What was the sales volume of packaged beer in Prince Edward Island in the previous year?,8.64,multi_col_80966,augmented,numeric
2374,What was the sales volume of packaged beer in P.E.I in FY 2020?,8.64,multi_col_80966,augmented,numeric
2375,How much money did retail generate in sales in 2019?,60.5,multi_col_40102,augmented,numeric
2376,How much money did the wholesale sector generate in sales in 2019?,214.7,multi_col_40102,augmented,numeric
2377,"What was the total retail sales of shopping malls between 200,001 and 400,000 square feet in 2005?",234.2,two_col_21274,augmented,numeric
2378,"What was the price per unit of frozen broccoli in the United States for the 52 weeks ended November 7, 2018?",1.93,two_col_104484,augmented,numeric
2379,What was the market size of alternative finance in Germany in 2014?,173,two_col_103591,augmented,numeric
2380,What was Sotheby's net auction sales in the previous year?,4.4,two_col_43208,augmented,numeric
2381,What was Sotheby's net auction sales in 2019?,3.92,two_col_43208,augmented,numeric
2382,How many enterprises manufacture paper and paper products in the Czech Republic in 2015?,950,two_col_104368,augmented,numeric
2383,How many HAIs occurred in U.S. hospitals in 2011?,721800,two_col_81194,augmented,numeric
2384,How many people were affected by tropical cyclones in the United States from 1900 to 2016?,13513083,two_col_5794,augmented,numeric
2385,Which country had the highest installed solar PV capacity globally?,Asia,two_col_83384,augmented,other_text
2386,What is the name of the Flemish nationalist party?,N-VA,two_col_100196,augmented,other_text
2387,What percentage of votes did the French-speaking socialist party receive?,9.46,two_col_100196,augmented,numeric
2388,What was the fertility rate in South Sudan in 2018?,4.7,two_col_60596,augmented,numeric
2389,What was the global revenue of Essilor in 2019?,7897,two_col_20997,augmented,numeric
2390,How many Indian rupees did the Indian government earn from export duties in financial year 2016?,63.46,two_col_100836,augmented,numeric
2391,What was Belize's score in the area of political empowerment in 2021?,0.08,two_col_81939,augmented,numeric
2392,What was Electrolux's revenue in the United States from 2001 to 2019?,3.7,two_col_101736,augmented,numeric
2393,What was the turnover of footwear and leather goods stores in 2018?,47458.5,two_col_40945,augmented,numeric
2394,What was Suriname's score on political empowerment?,0.25,two_col_82284,augmented,numeric
2395,What was Amazon's customer satisfaction index level?,87.6,two_col_81001,augmented,numeric
2396,What was the second highest customer satisfaction index in the UK in July 2014?,Amazon,two_col_81001,augmented,other_text
2397,In what year did a hospital stay in the United States have an average length of 5.5 days?,2007,two_col_5588,augmented,numeric
2398,How many days did it rain in Belgium in 2016?,190,two_col_4581,augmented,numeric
2399,Who is the career rushing leader of the Tampa Bay Buccaneers?,James Wilder,two_col_22029,augmented,other_text
2400,Which of the five most valuable global brands is at the top of the rankings?,Visa,two_col_945,augmented,other_text
2401,What is the third most valuable brand in the United States?,Google,two_col_945,augmented,other_text
2402,What was Google's value in dollars in the United States in 2020?,303.38,two_col_945,augmented,numeric
2403,What region of Denmark did Dansk Industri survey respondents live in?,Capital Region of Denmark,two_col_63331,augmented,other_text
2404,What was the value of Hungarian deals in 2020?,0.96,two_col_104052,augmented,numeric
2405,What is the capital of Norway?,Oslo,two_col_3093,augmented,other_text
2406,"Where was the highest number of confirmed coronavirus cases in Norway as of June 15, 2021?",Viken,two_col_3093,augmented,other_text
2407,What was the total number of TV-owning households in Europe in 2019?,266.7,two_col_41710,augmented,numeric
2408,How many people used the Apple Music service in March 2018?,44.6,two_col_61859,augmented,numeric
2409,What was the amount of FDI in the United States in 2000?,1.26,two_col_3196,augmented,numeric
2410,What was the average ticket price for Minnesota Timberwolves games in 2006/07?,40.26,two_col_22801,augmented,numeric
2411,What was Nigeria's population density per square kilometer in 2018?,215.07,two_col_62143,augmented,numeric
2412,How many Czech koruna were spent on clothing in 2019?,72137,two_col_103930,augmented,numeric
2413,When was the last season of the Los Angeles Kings franchise in the NHL?,2005/06,multi_col_1393,augmented,other_text
2414,What was the lowest number of murders in 2014/15?,93,two_col_1309,augmented,numeric
2415,How many murders were there in 2019/20?,122,two_col_1309,augmented,numeric
2416,"How many monobrand stores did the jewelry maison division of Richemont Group operate as of September 30, 2020?",458,two_col_103834,augmented,numeric
2417,What was Indiana's GDP in dollars in 2018?,337.64,two_col_24175,augmented,numeric
2418,What was Indiana's GDP in 2020?,327.34,two_col_24175,augmented,numeric
2419,What was the GDP of the construction industry in Alberta in 2019?,25207.8,two_col_62562,augmented,numeric
2420,What was J. Crew's global revenue in dollars in 2019?,2540.13,two_col_24489,augmented,numeric
2421,Which newspaper had the highest penetration of the UK population over 15 years of age?,The Sun,multi_col_60413,augmented,other_text
2422,What percentage of experts believed that the availability of debt would be greater in the Nordic region?,38,multi_col_60876,augmented,numeric
2423,What percentage of Russians expected the availability of debt to be substantially less?,10,multi_col_60876,augmented,numeric
2424,Who is the career receiving leader of the Atlanta Falcons?,Julio Jones,two_col_22700,augmented,other_text
2425,What was Austria's GDP in dollars in 2019?,445.13,two_col_21547,augmented,numeric
2426,What was the youth unemployment rate in the European Union in 2019?,15.7,multi_col_20662,augmented,numeric
2427,In what year did GM Korea post a revenue of around 8.5 trillion South Korean won?,2020,two_col_102174,augmented,numeric
2428,What was GM Korea's revenue in 2020?,8.5,two_col_102174,augmented,numeric
2429,"How many deaths were registered from the coronavirus in Angola as of July 1, 2021?",903,two_col_61209,augmented,numeric
2430,Which company had the greatest capacity to attract and retain talent in Argentina?,Unilever,two_col_82030,augmented,other_text
2431,What percentage of Indonesian netizens paid for their online shopping via bank tranfer?,80.7,two_col_21664,augmented,numeric
2432,How much revenue did the IT sector generate in the first quarter of 2020?,2565,two_col_3308,augmented,numeric
2433,What was the size of the global sexual wellness market in dollars in 2017?,26.17,two_col_21572,augmented,numeric
2434,What is the global sexual wellness market forecast to reach by 2023?,37.19,two_col_21572,augmented,numeric
2435,What was the most effective digital technique based on the responses of global marketers in early 2018?,Content marketing,two_col_2996,augmented,other_text
2436,What percentage of marketers said content marketing was the most effective digital technique?,20,two_col_2996,augmented,numeric
2437,Which country was the leading market for the export of Scotch whisky in 2020?,France,two_col_40011,augmented,other_text
2438,What was the value of HMRC tax receipts for the United Kingdom in 2020/21?,556.01,two_col_724,augmented,numeric
2439,What was the percentage increase in passenger traffic in the Latin America region from 2017 to 2018?,7.1,two_col_103631,augmented,numeric
2440,What was the value of U.S. clothing and clothing accessories store sales in 2019?,268.74,two_col_4742,augmented,numeric
2441,In what year did Salvatore Ferragamo's overall revenue increase?,2011,two_col_43750,augmented,numeric
2442,What was Ferragamo's worldwide revenue in 2016?,1437.9,two_col_43750,augmented,numeric
2443,What was Salvatore Ferragamo's worldwide revenue in 2019?,1393.5,two_col_43750,augmented,numeric
2444,What was the female employment rate in 2020?,51.5,two_col_1869,augmented,numeric
2445,What was the highest female employment rate in 2000?,57,two_col_1869,augmented,numeric
2446,What was the female employment rate in 1990?,54.6,two_col_1869,augmented,numeric
